en,bg,description,file,hash
Manual Order,Ръчна поръчка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ef6e3146ad2c182a5959d36d844f9e86
Missing permission: %s,Липсващо право: %s,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,525251bed7edd180f8ef54f6a78a98ac
No active fulfilment work.,Няма активна работа по изпълнение.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,f73aa2801a458c9c5af0c7d2961ef51d
No failed payments.,Няма неуспешни плащания.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,cfe3b924dd597cdcb270d4fc09f99227
No pending refunds.,Няма чакащи възстановявания.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2a176b2be4a5db6b8ff355dd38fe73a0
Not recorded,Не е регистрирано,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,683ff6e96017de22dea0cd695afa4566
Notes,Бележки,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,f4c6f851b00d5518bf888815de279aba
Open value,Отворена стойност,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,d81b135a9ba813779e8a735d4a05ad10
Operations Attention,Внимание към операциите,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,3ce60899e06364b158382961e2500348
Orders,Поръчки,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,7442e29d7d53e549b78d93c46b8cdcfc
Orders marked payment complete.,"Поръчки, отбелязани като платени.",,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,0d6d47f84a5435fa35ff15aa312136b2
"Orders, payment status, and recent commerce activity.","Поръчки, статус на плащане и скорошна търговска активност.",,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,49bc09a778fca3a8340b2ea8274d0d4e
Out for delivery,Изпратена за доставка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,300fef4bf740692f50ea2f93a35e7082
Paid,Платена,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,e0010a0a1a3259ab5c06a19bad532851
Paid order total.,Обща сума на платена поръчка.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,a06a352f8074b647bdd91bc6fad4e9cf
Partially fulfilled,Частично изпълнена,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,d0eca7fdbd996e90a30d6f0f54a5f4c6
Payment Attempts,Опити за плащане,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,e4ba582ac4d08b27e376d082c73e3259
Payment is not complete.,Плащането не е завършено.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,cef944f6ce8df3bd1813a84c07dd704d
Pending,Чакаща,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2d13df6f8b5e4c5af9f87e0dc39df69d
Pending + processing.,Чакащи + в обработка.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2089352179c5ab139f13a8b0cda3be12
Pending refunds,Чакащи възстановявания,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,7b832502e4b04c44f6e673198a559069
Pickup notes,Бележки за вземане от място,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,27b1542f734d2d7d5cce020f9f712b47
Preorder,Предварителна поръчка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,5be8b098f9b79cf3b18767ffc5ecd169
Processing,В обработка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,643562a9ae7099c8aabfdc93478db117
Products,Продукти,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,068f80c7519d0528fb08e82137a72131
Products at or below threshold.,Продукти на или под прага.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,566b65abe7bb6cc34feead8f578e3266
Proof of delivery,Доказателство за доставка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,369f9765f71bb0bf67b24bcb68f7e716
Provider confirmation needed.,Необходимо е потвърждение от доставчика.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,b589378480c4ac913d81a840e74f47da
Published and unpublished products.,Публикувани и непубликувани продукти.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,0ce83740b92f83571c068492c3457b43
Ready,Готово,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,e7d31fc0602fb2ede144d18cdffd816b
Ready for pickup,Готово за вземане,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,5336bebf821f868944fe21a3c9df9d5c
Recovery,Възстановяване,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,d8afbc541b39d23648c823057cffe3a5
Refunds,Възстановявания,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,53beb26d8bca00f56fbd295fdee83459
Reports,Отчети,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,c91c7b93c28cd18741b71f727ee81ee3
Reserved,Резервирано,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,942d4e37dd5607ab68e54755540d4a47
Returned,Върната,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,fdfac28b5ad628f25649d9c2eb4fc62e
Revenue,Приход,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,54358a914f51e1af19df8520159fe607
Review failed orders or recovery.,Прегледайте неуспешните поръчки или възстановяването.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ef43e19cfda5c2d33b579630d0d95867
Save,Запази,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,c9cc8cce247e49bae79f15173ce97354
Search,Търсене,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,13348442cc6a27032d2b4aa28b75a5d3
Send delivery email,Изпращане на имейл за доставка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,d2b7f980332cd2d5077fc262c115a448
Send pickup email,Изпращане на имейл за вземане,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2207920bdf793b33b1904c635eb905a1
Send shipping email,Изпращане на имейл за доставка,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,64cc7ac09233bf45a2d6e4a126df57d6
Settings,Настройки,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,f4f70727dc34561dfde1a3c529b6205c
Shipped,Изпратена,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,747cf5c8587184b9e489ff897d97c20d
Stock attention,Внимание към наличността,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,57a3859f33b76fffbd48ce9c184aa0f5
Stock looks clear.,Наличност: ниска-висока,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,21dc748969cd56fbcf08e7716906f852
Store pickup,Вземане от магазина,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,7acd148468a59641357e7ea01a28deec
"This Mercato action requires the ""%s"" permission.",Това действие в Mercato изисква право „%s“.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,cea52c4391e04f49c02611e826a9766c
Timeline,Хронология,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,3d1f92a565d3b1a61880236e33c49bf3
Tracking,Проследяване,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2205dc082ba550b67ad71e3e2241d9a6
Tracking URL,URL адрес за проследяване,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,0979779c4569141b98591d326d343ec2
Tracking: %s,Проследяване: %s,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ae43f43c40307720beffd481e49886be
Unfulfilled,Неизпълнена,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,41cdc540f6e9f854bdc9e7b741a9ebfe
Waiting,Изчакване,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,5706de961fb376d701be6e7762d8b09c
Webhooks,Webhooks,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,221d2a347ebfc15d48665188f639d1cb
"CSV import %s: price %s -> %s, stock %s -> %s, %d image(s).","Импорт от CSV %s: цена %s -> %s, наличност %s -> %s, %d изображение(я).",,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,a1eab8bd42197c2f44cb61f45f714bf7
Duplicated from #%d %s with %d image(s).,Дублиран от #%d %s с %d изображение(я).,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,1f6a90480ad1b24fbb82504eea2b0f66
Manual page edit changed: %s.,Ръчна редакция на страница промени: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d685c56cbc012ca9e9646665a7826fc9
Manual page edit.,Ръчна редакция на страница.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,84e79851909f7cf0e690a8d30e3472df
Policy %s: %s -> %s.,Политика %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,2f867d923de3ca150621bb710d24be41
Price %s: %s -> %s.,Цена %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,e5189b8ff49ba5682a581f3aed6b7360
Product detail quick update changed: %s.,Бързата актуализация на детайлите на продукта промени: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d8955d9bd4f868ccab312c432472192a
Product detail quick update saved without field changes.,Бързата актуализация на детайлите на продукта е запазена без промени в полетата.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,0aab58b927a93672f1c36ca6f1e4d348
Product status %s: %s -> %s.,Статус на продукт %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,b352c0442447e11c73547754598d6041
Status %s: %s -> %s.,Статус %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,272d6657cbbed068f54508de4726736d
Stock changed by %+d%s.,Наличността се промени с %+d%s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,82104044315dc9fab641a9fdc2b492c8
CSV header row is missing.,Липсва заглавен ред в CSV файла.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,e54de64fcecb138cdeb3036b94cbc3bc
Image source is unreadable: %s,Източникът на изображение не може да бъде прочетен: %s,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,00f2e414c603e436eb4cc70552d4aa5b
Line %d: price must be numeric.,Ред %d: цената трябва да е числова.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,498e5b0122f55c8c5df547393f71cace
Line %d: title is required.,Ред %d: заглавието е задължително.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,9e1748a898b7ce11e91a630acd23ac74
Needs attention,Нуждае се от внимание,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,d6f5722e464f95d8d6411841b90ee6d2
New,Нов,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,03c2e7e41ffc181a4e84080b4710e81e
Paste CSV content before importing.,Поставете съдържанието на CSV преди импортиране.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,8d24321488da33192095fd76a70b988c
Products parent or mrc-product template is missing. Run the Mercato installer.,Родителската страница за продукти или шаблонът mrc-product липсва. Стартирайте инсталатора на Mercato.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,b172fad6a4045d820fbe7624557dc5ce
Repeat,Повторение,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,7020426cfb0a204051be4b3053d2acc8
VIP,VIP,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,5a11e0bd65af42743f1db2f10bcbba8e
Change framework,Промяна на фреймуърка,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,913e747ed6c7863bc3e75404e1a5003b
Configure fulfilment,Конфигуриране на изпълнението,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4e81808597d37ecf4311c8145abfbd1c
Configure methods,Конфигуриране на методи,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,9f098ea532c0482cc2e85049025e3cfc
Edit currency,Редактиране на валута,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,bb665b0f701ba91a85e5240a5809508d
Email settings,Настройки на имейл,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,5386484801d01d2ece73fbc5f605f739
Gateway settings,Настройки на платежния доставчик,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,790a83218a99ea718dbd72417d0d8baa
Open,Отвори,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,c3bf447eabe632720a3aa1a7ce401274
Open discounts,Отвори отстъпките,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open products,Отвори продуктите,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,33f73604f72436a3c49a2cb3b870c073
Receipt settings,Настройки на разписката,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,cd76da8973722589768db78a92cae723
Review oversell products,Преглед на продукти със свръхпродажба,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,891b428da1bc9c5e130a60cff41cd734
Review products,Преглед на продукти,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,063fe591cea34098d3e30dbe74d3c814
Review roles,Преглед на роли,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4b1070748337e0b1dc6cbf83ab8f7db6
Review settings,Преглед на настройки,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,0dd9a339c52287eaa3280fb956a07324
Select policies,Избор на политики,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,681ae83a5d728c5719a400e87a4f24ff
%d active coupon(s): %s,%d активен(активни) купон(и): %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f46fdc66de9b6ad85ffbb62740e3f652
%d commerce permission(s) and %d role preset(s) are ready.,%d права за търговия и %d готов(и) ролеви шаблон(и).,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dfd81e68676215df860e6295ebac1512
%d launch blocker(s),%d пречка(и) пред стартирането,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d6fbd5dfc0c43ee216c0a74d6fa6bd92
%d more item(s) in the full checklist below.,Още %d артикул(а) в пълния списък по-долу.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a0db96ec5cad4201bb19afba79f93319
"%d ready, %d recommended, %d blocking","%d готови, %d препоръчани, %d блокиращи",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b801ccbaaf6bd09cf54d3af7439fe82e
%s lacks: %s,На %s липсва: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dee5a778a7515149ae5d3ef47d421adc
15-minute shop setup,15-минутна настройка на магазина,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,120d85adee628a3216f125b29b352bbc
Add products,Добавяне на продукти,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ea6fc12147e71d57bdd78ca17ca734ce
At least one sellable product with price and stock.,Поне един продукт за продажба с цена и наличност.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,89b00ba71f5d67007151a5c03c444ed0
Blocking,Блокиращо,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bd0ca6be53b0f3d2886fd53fcb52574e
Blocking remaining,Оставащи блокиращи,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b4dcdc7ecc3de92bf150d4815c71cd91
Checkout,Плащане,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6ff063fbc860a79759a7369ac32cee22
"Checkout, products, success, cancel, and orders pages.","Страници за плащане, продукти, успех, отказ и поръчки.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20f084e38cbc489f719c05e8389c234
Choose fulfilment,Избор на изпълнение,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,9c8ca246d14a03fdb9f8e01a49838d62
Clear gateway setup,Изчистване на настройката на платежния доставчик,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c1f4259fbbd1149fc131b254449ff32e
Clear these before accepting real payments.,Изчистете тези преди да приемате реални плащания.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,4b930c885cb9ca1b963228b39a9b9121
Configure emails,Конфигуриране на имейли,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,25896d3ca04b61783a425f1fd5dbe10f
Create a demo coupon such as WELCOME10 to validate checkout discounts.,"Създайте демо купон, например WELCOME10, за да проверите отстъпките при плащане.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,103249e85a90ab4d8e8482656f3916a2
Create demo order,Създаване на демо поръчка,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ca3ee81f645a6a542e93a07cd5d5552a
Create storefront pages,Създаване на страници на магазина,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,faec7069126afa154d04b6e7e195a32a
Create WELCOME10,Създаване на WELCOME10,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,40b8fdd7fc1d85efbb76e9fccd6ff5d4
Critical setup is ready. Review recommended tasks before going live.,Критичната настройка е готова. Прегледайте препоръчаните задачи преди пускане в реална експлоатация.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,34256144d36a60a858052bb46a722da2
Customer comms,Комуникация с клиента,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,41a8d65646acd4b4bd744f833951412c
"Delivery, pickup, or local delivery available at checkout.","Доставка, вземане от място или локална доставка, налични при плащане.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2bc140b3e8e12820f440b62ab51cb9f8
Demo fulfilment method,Демо метод за изпълнение,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2e7436d25671323201a91d10cef0cf4f
Demo order creation is disabled while production mode is active.,"Създаването на демо поръчка е деактивирано, докато продукционният режим е активен.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6dd71f698dc13475660112eaf648bf7a
"Demo, Stripe, Mollie, or PayPal method selected for checkout.","Избран метод Demo, Stripe, Mollie или PayPal за плащане.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,09abc6157dd8deb5bef3769df6a5c401
Discount template is missing. Run installer/repair first.,Липсва шаблон за отстъпка. Първо стартирайте инсталатора/поправката.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,580c57cd4ec5f875b26999973c97b22f
"Enable a full test checkout with Demo Payment, or create paid workflow fixtures without contacting a gateway or changing stock. Demo checkout payments follow normal stock updates.",Активирайте пълно тестово плащане с демо плащане или създайте фиксации на платен работен процес без да се свързвате с платежен доставчик или да променяте наличността. Демо плащанията следват нормалните актуализации на наличността.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e9a493b0c29658815fabcf16e379590f
Enable demo checkout flow,Активиране на демо процес на плащане,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,22bdb897ef67a3ab5526700d27860faa
Enable payments,Активиране на плащания,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bf3f3521263aac001fe6707102df89d6
Enabled gateways have required setup data.,Активираните платежни доставчици разполагат с необходимите данни за настройка.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,104e3f1330945164cc545d7bd88edc3f
Export checklist,Експортиране на списъка за проверка,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,af80e73de20e318c3a21bd977b937dd2
Export summary,Експортиране на обобщение,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,33a878654c1bae312396821ff6131cdb
Follow these steps to move from install to a safe first test payment.,"Следвайте тези стъпки, за да преминете от инсталиране към безопасно първо тестово плащане.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2c59ecb5e9648045129e9adac4597ea3
Gateway issues,Проблеми с платежния доставчик,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2349ca33f3ac7427c7117bceff43ec06
Gateway settings,Настройки на платежния доставчик,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,790a83218a99ea718dbd72417d0d8baa
Gateways,Платежни доставчици,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f4bb39e6340915be908d4b0121d6a05a
Guided launch phases,Ръководени фази на стартиране,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b3df1d86055b16605b6a3ea202c872d
Launch Checklist,Списък за проверка при стартиране,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d45778641d894e24faaad58821dedcb2
Launch score,Резултат за стартиране,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1513a109106891142bcdb6abf26fa6ed
"Live keys, webhook secrets, and provider setup for enabled gateways.","Реални ключове, webhook секрети и настройка на доставчика за активираните платежни доставчици.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,177615efd0bf07189888fdb15141fd48
Missing permissions: %s,Липсващи права: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,73b8adcad71e638c49bca9d1399acc41
Missing roles: %s,Липсващи роли: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a9a05971d514fc240ff2bc25c180694d
Needed,Необходимо,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b288888cef12f86d1cf54c61df6c59af
Next actions,Следващи действия,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,3911c09388680565603bf3f4d39389fa
No blocking tasks remain.,Не остават блокиращи задачи.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1b44d0a8f339fe7fd4b6ec917d8956ca
No launch blockers,Няма пречки пред стартирането,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06b0dc8bd55dba01c863276929fd5f1a
No recommended gaps remain.,Не остават препоръчани пропуски.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,496a7347b7f77938fbd9ea8ec97e72c0
of %d ready,от %d готови,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f8b154d3f45d62e46f768b28f2d144ef
Open,Отвори,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c3bf447eabe632720a3aa1a7ce401274
Open checkout,Отвори плащането,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b2258cd947ad1762248bab124cb598c
Open discounts,Отвори отстъпките,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open fulfilment queue,Отвори опашката за изпълнение,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,7856b265249a4de90f047d80d6fa4d97
Open timeline,Отвори хронологията,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,8d1ccb4da0cf164ff61758a9bee6caa7
Operational checks for going from install to first payment.,Оперативни проверки за преминаване от инсталиране към първо плащане.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b7bf1ca05f634cb2c15df351abf045c3
Operations,Операции,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,456d0deba6a86c9585590550c797502d
Payments,Плащания,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,daef64964ee3b9b904f5d467586e217f
Products,Продукти,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,068f80c7519d0528fb08e82137a72131
Quick start,Бърз старт,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06ad314b340900d226b1196e1fe289e9
Ready,Готово,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e7d31fc0602fb2ede144d18cdffd816b
Recommended,Препоръчано,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,654866693fd91ce8e9764a218f569918
Recommended remaining,Оставащи препоръчани,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f5a622a0e33b0f26faca692f87410a8f
Release expired,Освобождаване на изтеклите,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,059dca8c16b19b90b124b6abbf9060f3
Review mode settings,Преглед на настройките за режим,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,5e22f5341aca80f6b4cf02a6dbc59e60
Sender address for confirmations and fulfilment updates.,Адрес на подателя за потвърждения и актуализации на изпълнението.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0d73ff63a902155e365cd37bebee1c15
Setup path,Път за настройка,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6d036e0d7d51aa0974ab48df8b5f2138
Storefront,Витрина,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f0dca7e4eaedf573d4664be249845942
Test Workflow,Тестов работен процес,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20804a197e99f4b9d1c0f64101df160
Warning,Предупреждение,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0eaadb4fcb48a0a0ed7bc9868be9fbaa
"Work left to right: storefront, payments, operations, then customer communication.","Работа отляво надясно: витрина, плащания, операции, след това комуникация с клиента.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a22f16a45739e996f308c8041f337e94
%d in stock,%d в наличност,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,2217968c20c9c0b1a43a75e09a3cb77d
A refund of %s is awaiting gateway confirmation. Do not issue another refund until it is reconciled.,"Възстановяване на сума от %s очаква потвърждение от платежния доставчик. Не издавайте друго възстановяване, докато то не бъде съгласувано.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f283fb6585e3ddaea245cb1f9d52593d
Add an internal note...,Добавете вътрешна бележка...,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9091c8c5d0e0045758d162ef83e90fb8
Add note,Добавяне на бележка,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,50cd1871f950375eef4e2efce35366c6
Add product,Добавяне на продукт,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,11a738dd0c48f1401a059bca54bc119c
Add quantity,Добавяне на количество,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,c17f584a1e2c7876e2d5e5efc4f47af4
Already refunded,Вече възстановено,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,870f622f6c6e122fe3991dcfdafaf7be
Area,Област,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,deec4ff19974f12ed781cb9a59064214
Audit reason,Причина за одит,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,45b967ed59205fb1e7dfacfd21c44227
Billing address,Адрес за фактуриране,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1fbc7e5f1b92c7ec072397b59a0bb5da
Cancel unpaid order,Отказ на неплатена поръчка,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b8e6badfb14b54ae6808582ecce795bb
Canceled,Отказана,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0e22fe7d45f8e5632a4abf369b24e29c
