en,et,description,file,hash
Settings,Seaded,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,f4f70727dc34561dfde1a3c529b6205c
Shipped,Saadetud,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,747cf5c8587184b9e489ff897d97c20d
Stock attention,Laoseisu tähelepanu,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,57a3859f33b76fffbd48ce9c184aa0f5
Stock looks clear.,Laoseis näib korras olevat.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,21dc748969cd56fbcf08e7716906f852
Store pickup,Poest järeletulek,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,7acd148468a59641357e7ea01a28deec
"This Mercato action requires the ""%s"" permission.","See Mercato toiming nõuab õigust ""%s"".",,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,cea52c4391e04f49c02611e826a9766c
Timeline,Ajajoon,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,3d1f92a565d3b1a61880236e33c49bf3
Tracking,Jälgimine,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2205dc082ba550b67ad71e3e2241d9a6
Tracking URL,Jälgimise URL,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,0979779c4569141b98591d326d343ec2
Tracking: %s,Jälgimine: %s,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ae43f43c40307720beffd481e49886be
Unfulfilled,Täitmata,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,41cdc540f6e9f854bdc9e7b741a9ebfe
Waiting,Ootel,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,5706de961fb376d701be6e7762d8b09c
Webhooks,Veebihaagid,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,221d2a347ebfc15d48665188f639d1cb
"CSV import %s: price %s -> %s, stock %s -> %s, %d image(s).","CSV import %s: hind %s -> %s, laoseis %s -> %s, %d pilt(i).",,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,a1eab8bd42197c2f44cb61f45f714bf7
Duplicated from #%d %s with %d image(s).,Dubleeritud #%d %s põhjal %d pildiga.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,1f6a90480ad1b24fbb82504eea2b0f66
Manual page edit changed: %s.,Käsitsi lehe muudatus: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d685c56cbc012ca9e9646665a7826fc9
Manual page edit.,Käsitsi lehe muudatus.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,84e79851909f7cf0e690a8d30e3472df
Policy %s: %s -> %s.,Reegel %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,2f867d923de3ca150621bb710d24be41
Price %s: %s -> %s.,Hind %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,e5189b8ff49ba5682a581f3aed6b7360
Product detail quick update changed: %s.,Toote detailvaate kiiruuendus muutis: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d8955d9bd4f868ccab312c432472192a
Product detail quick update saved without field changes.,Toote detailvaate kiiruuendus salvestati ilma väljade muudatusteta.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,0aab58b927a93672f1c36ca6f1e4d348
Product status %s: %s -> %s.,Tootestaatus %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,b352c0442447e11c73547754598d6041
Status %s: %s -> %s.,Olek %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,272d6657cbbed068f54508de4726736d
Stock changed by %+d%s.,Laoseis muutus %+d%s võrra.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,82104044315dc9fab641a9fdc2b492c8
CSV header row is missing.,CSV päiserida puudub.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,e54de64fcecb138cdeb3036b94cbc3bc
Image source is unreadable: %s,Pildi allikas ei ole loetav: %s,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,00f2e414c603e436eb4cc70552d4aa5b
Line %d: price must be numeric.,Rida %d: hind peab olema numbriline.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,498e5b0122f55c8c5df547393f71cace
Line %d: title is required.,Rida %d: pealkiri on kohustuslik.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,9e1748a898b7ce11e91a630acd23ac74
Needs attention,Vajab tähelepanu,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,d6f5722e464f95d8d6411841b90ee6d2
New,Uus,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,03c2e7e41ffc181a4e84080b4710e81e
Paste CSV content before importing.,Kleebi CSV sisu enne importimist.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,8d24321488da33192095fd76a70b988c
Products parent or mrc-product template is missing. Run the Mercato installer.,Toodete ülemleht või mrc-product mall puudub. Käivita Mercato paigaldaja.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,b172fad6a4045d820fbe7624557dc5ce
Repeat,Korda,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,7020426cfb0a204051be4b3053d2acc8
VIP,VIP,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,5a11e0bd65af42743f1db2f10bcbba8e
Change framework,Muuda raamistikku,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,913e747ed6c7863bc3e75404e1a5003b
Configure fulfilment,Seadista täitmine,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4e81808597d37ecf4311c8145abfbd1c
Configure methods,Seadista meetodid,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,9f098ea532c0482cc2e85049025e3cfc
Edit currency,Muuda valuutat,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,bb665b0f701ba91a85e5240a5809508d
Email settings,E-posti seaded,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,5386484801d01d2ece73fbc5f605f739
Gateway settings,Maksevärava seaded,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,790a83218a99ea718dbd72417d0d8baa
Open,Ava,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,c3bf447eabe632720a3aa1a7ce401274
Open discounts,Ava allahindlused,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open products,Ava tooted,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,33f73604f72436a3c49a2cb3b870c073
Receipt settings,Kviitungi seaded,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,cd76da8973722589768db78a92cae723
Review oversell products,Vaata üle ülemüügitooted,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,891b428da1bc9c5e130a60cff41cd734
Review products,Vaata üle tooted,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,063fe591cea34098d3e30dbe74d3c814
Review roles,Vaata üle rollid,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4b1070748337e0b1dc6cbf83ab8f7db6
Review settings,Vaata üle seaded,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,0dd9a339c52287eaa3280fb956a07324
Select policies,Vali reeglid,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,681ae83a5d728c5719a400e87a4f24ff
%d active coupon(s): %s,%d aktiivne(t) sooduskood(i): %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f46fdc66de9b6ad85ffbb62740e3f652
%d commerce permission(s) and %d role preset(s) are ready.,%d kaubandusõigus(t) ja %d rollieelseadistus(t) on valmis.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dfd81e68676215df860e6295ebac1512
%d launch blocker(s),%d käivitamise takistust,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d6fbd5dfc0c43ee216c0a74d6fa6bd92
%d more item(s) in the full checklist below.,Allpool täielikus kontrollnimekirjas veel %d punkti.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a0db96ec5cad4201bb19afba79f93319
"%d ready, %d recommended, %d blocking","%d valmis, %d soovituslikku, %d takistavat",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b801ccbaaf6bd09cf54d3af7439fe82e
%s lacks: %s,%s-l puudub: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dee5a778a7515149ae5d3ef47d421adc
15-minute shop setup,15-minutiline poe seadistus,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,120d85adee628a3216f125b29b352bbc
Add products,Lisa tooteid,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ea6fc12147e71d57bdd78ca17ca734ce
At least one sellable product with price and stock.,Vähemalt üks müügiks sobiv toode hinna ja laoseisuga.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,89b00ba71f5d67007151a5c03c444ed0
Blocking,Takistav,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bd0ca6be53b0f3d2886fd53fcb52574e
Blocking remaining,Takistusi jäänud,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b4dcdc7ecc3de92bf150d4815c71cd91
Checkout,Kassa,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6ff063fbc860a79759a7369ac32cee22
"Checkout, products, success, cancel, and orders pages.","Kassa, toodete, õnnestumise, tühistamise ja tellimuste lehed.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20f084e38cbc489f719c05e8389c234
Choose fulfilment,Vali täitmisviis,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,9c8ca246d14a03fdb9f8e01a49838d62
Clear gateway setup,Tühjenda maksevärava seadistus,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c1f4259fbbd1149fc131b254449ff32e
Clear these before accepting real payments.,Tühjenda need enne päris maksete vastuvõtmist.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,4b930c885cb9ca1b963228b39a9b9121
Configure emails,Seadista e-kirjad,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,25896d3ca04b61783a425f1fd5dbe10f
Create a demo coupon such as WELCOME10 to validate checkout discounts.,"Loo näidissooduskood, näiteks WELCOME10, et kontrollida kassa allahindlusi.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,103249e85a90ab4d8e8482656f3916a2
Create demo order,Loo näidistellimus,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ca3ee81f645a6a542e93a07cd5d5552a
Create storefront pages,Loo poe lehed,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,faec7069126afa154d04b6e7e195a32a
Create WELCOME10,Loo WELCOME10,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,40b8fdd7fc1d85efbb76e9fccd6ff5d4
Critical setup is ready. Review recommended tasks before going live.,Kriitiline seadistus on valmis. Vaata soovitatud ülesanded üle enne käikulaskmist.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,34256144d36a60a858052bb46a722da2
Customer comms,Kliendisuhtlus,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,41a8d65646acd4b4bd744f833951412c
"Delivery, pickup, or local delivery available at checkout.","Kassas saadaval tarne, järeletulek või kohalik tarne.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2bc140b3e8e12820f440b62ab51cb9f8
Demo fulfilment method,Näidis täitmisviis,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2e7436d25671323201a91d10cef0cf4f
Demo order creation is disabled while production mode is active.,"Näidistellimuse loomine on keelatud, kuni tootmisrežiim on aktiivne.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6dd71f698dc13475660112eaf648bf7a
"Demo, Stripe, Mollie, or PayPal method selected for checkout.","Kassas valitud meetod: Demo, Stripe, Mollie või PayPal.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,09abc6157dd8deb5bef3769df6a5c401
Discount template is missing. Run installer/repair first.,Allahindluse mall puudub. Käivita esmalt paigaldaja/parandus.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,580c57cd4ec5f875b26999973c97b22f
"Enable a full test checkout with Demo Payment, or create paid workflow fixtures without contacting a gateway or changing stock. Demo checkout payments follow normal stock updates.",Luba täielik testkassa näidismaksega või loo tasutud töövoo fikstuurid ilma makseväravaga ühendust võtmata või laoseisu muutmata. Näidiskassa maksed järgivad tavapäraseid laoseisu uuendusi.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e9a493b0c29658815fabcf16e379590f
Enable demo checkout flow,Luba näidiskassa vookäik,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,22bdb897ef67a3ab5526700d27860faa
Enable payments,Luba maksed,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bf3f3521263aac001fe6707102df89d6
Enabled gateways have required setup data.,Lubatud makseväravatel on vajalikud seadistusandmed olemas.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,104e3f1330945164cc545d7bd88edc3f
Export checklist,Ekspordi kontrollnimekiri,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,af80e73de20e318c3a21bd977b937dd2
Export summary,Ekspordi kokkuvõte,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,33a878654c1bae312396821ff6131cdb
Follow these steps to move from install to a safe first test payment.,"Järgi neid samme, et liikuda paigaldusest turvalise esimese testmakseni.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2c59ecb5e9648045129e9adac4597ea3
Gateway issues,Maksevärava probleemid,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2349ca33f3ac7427c7117bceff43ec06
Gateway settings,Maksevärava seaded,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,790a83218a99ea718dbd72417d0d8baa
Gateways,Makseväravad,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f4bb39e6340915be908d4b0121d6a05a
Guided launch phases,Juhendatud käivitamise etapid,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b3df1d86055b16605b6a3ea202c872d
Launch Checklist,Käivitamise kontrollnimekiri,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d45778641d894e24faaad58821dedcb2
Launch score,Käivitamise skoor,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1513a109106891142bcdb6abf26fa6ed
"Live keys, webhook secrets, and provider setup for enabled gateways.","Lubatud makseväravate live-võtmed, veebihaagi saladused ja teenusepakkuja seadistus.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,177615efd0bf07189888fdb15141fd48
Missing permissions: %s,Puuduvad õigused: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,73b8adcad71e638c49bca9d1399acc41
Missing roles: %s,Puuduvad rollid: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a9a05971d514fc240ff2bc25c180694d
Needed,Vajalik,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b288888cef12f86d1cf54c61df6c59af
Next actions,Järgmised toimingud,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,3911c09388680565603bf3f4d39389fa
No blocking tasks remain.,Takistavaid ülesandeid pole enam.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1b44d0a8f339fe7fd4b6ec917d8956ca
No launch blockers,Käivitamise takistusi pole,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06b0dc8bd55dba01c863276929fd5f1a
No recommended gaps remain.,Soovituslikke puudujääke pole enam.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,496a7347b7f77938fbd9ea8ec97e72c0
of %d ready,%d-st valmis,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f8b154d3f45d62e46f768b28f2d144ef
Open,Ava,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c3bf447eabe632720a3aa1a7ce401274
Open checkout,Ava kassa,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b2258cd947ad1762248bab124cb598c
Open discounts,Ava allahindlused,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open fulfilment queue,Ava täitmise järjekord,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,7856b265249a4de90f047d80d6fa4d97
Open timeline,Ava ajajoon,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,8d1ccb4da0cf164ff61758a9bee6caa7
Operational checks for going from install to first payment.,Toimivuskontrollid paigaldusest esimese makseni jõudmiseks.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b7bf1ca05f634cb2c15df351abf045c3
Operations,Toimingud,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,456d0deba6a86c9585590550c797502d
Payments,Maksed,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,daef64964ee3b9b904f5d467586e217f
Products,Tooted,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,068f80c7519d0528fb08e82137a72131
Quick start,Kiirstart,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06ad314b340900d226b1196e1fe289e9
Ready,Valmis,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e7d31fc0602fb2ede144d18cdffd816b
Recommended,Soovituslik,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,654866693fd91ce8e9764a218f569918
Recommended remaining,Soovituslikke jäänud,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f5a622a0e33b0f26faca692f87410a8f
Release expired,Vabasta aegunud,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,059dca8c16b19b90b124b6abbf9060f3
Review mode settings,Vaata üle režiimi seaded,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,5e22f5341aca80f6b4cf02a6dbc59e60
Sender address for confirmations and fulfilment updates.,Saatja aadress kinnituste ja täitmise uuenduste jaoks.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0d73ff63a902155e365cd37bebee1c15
Setup path,Seadistuse tee,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6d036e0d7d51aa0974ab48df8b5f2138
Storefront,Pood,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f0dca7e4eaedf573d4664be249845942
Test Workflow,Testi töövoog,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20804a197e99f4b9d1c0f64101df160
Warning,Hoiatus,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0eaadb4fcb48a0a0ed7bc9868be9fbaa
"Work left to right: storefront, payments, operations, then customer communication.","Töö vasakult paremale: pood, maksed, toimingud, seejärel kliendisuhtlus.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a22f16a45739e996f308c8041f337e94
%d in stock,%d laos,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,2217968c20c9c0b1a43a75e09a3cb77d
A refund of %s is awaiting gateway confirmation. Do not issue another refund until it is reconciled.,"Tagasimakse %s ootab makseväravalt kinnitust. Ära tee uut tagasimakset enne, kui see on tasaarveldatud.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f283fb6585e3ddaea245cb1f9d52593d
Add an internal note...,Lisa sisemärkus...,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9091c8c5d0e0045758d162ef83e90fb8
Add note,Lisa märkus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,50cd1871f950375eef4e2efce35366c6
Add product,Lisa toode,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,11a738dd0c48f1401a059bca54bc119c
Add quantity,Lisa kogus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,c17f584a1e2c7876e2d5e5efc4f47af4
Already refunded,Juba tagasi makstud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,870f622f6c6e122fe3991dcfdafaf7be
Area,Piirkond,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,deec4ff19974f12ed781cb9a59064214
Audit reason,Auditi põhjus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,45b967ed59205fb1e7dfacfd21c44227
Billing address,Arveldusaadress,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1fbc7e5f1b92c7ec072397b59a0bb5da
Cancel unpaid order,Tühista maksmata tellimus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b8e6badfb14b54ae6808582ecce795bb
Canceled,Tühistatud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0e22fe7d45f8e5632a4abf369b24e29c
Check refund status,Kontrolli tagasimakse olekut,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,dd570d0eff16d6f7d51f179609ba1f4c
Confirmation email is available after payment is marked paid.,Kinnituskiri on saadaval pärast makse märkimist tasutuks.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1e793e4bd62fdc48e952ff016c5cc314
Context,Kontekst,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ad4e206408c1c59bfb8a057ba7857446
Copy link,Kopeeri link,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b75833669968adbef634495636e3fe50
Created,Loodud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0eceeb45861f9585dd7a97a3e36f85c6
Current,Praegune,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,222a267cc5778206b253be35ee3ddab5
Customer,Klient,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ce26601dac0dea138b7295f02b7620a7
Customer Communication,Kliendisuhtlus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,d55b9fdc8580fa306874c89485c41a07
Detail,Detail,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a254c25adc7d10d7e9c4889484f875a5
Details,Üksikasjad,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,3ec365dd533ddb7ef3d1c111186ce872
Discount,Allahindlus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,104d9898c04874d0fbac36e125fa1369
Discount code,Sooduskood,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,aa74397584da0fd719c7f349ba31e399
Edit,Muuda,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,7dce122004969d56ae2e0245cb754d35
Edit fields,Muuda välju,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,4992df5851ac2d79e68d1cc380c15e00
Edit order,Muuda tellimust,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9cf04e2f8530c22778606cc3582999fa
Edit Unpaid Order,Muuda maksmata tellimust,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ca7bae82a323d8ddc173f58ea4ad2530
Email,E-post,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email payment link,Saada maksulink e-postiga,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b47fc5ae3626a3dc91f7f1ee2fd7e714
Error,Viga,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,902b0d55fddef6f8d651fe1035b7d4bd
Event,Sündmus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a4ecfc70574394990cf17bd83df499f7
Example: Confirmed in Mollie dashboard after delayed webhook.,Näide: kinnitatud Mollie juhtpaneelil pärast hilinenud veebihaaki.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f6a8923265d5c48e3a9f99c9eb69c88e
Example: Customer requested return.,Näide: klient soovis tagastust.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0d49aefdcce9f7a26ea7aef566544da0
Export order edits,Ekspordi tellimuse muudatused,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0b628f52471f3656e6f65732f1340c67
Export order notes,Ekspordi tellimuse märkused,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,7cf05315481fc50ad8f55a4049b398e8
Export payment audit,Ekspordi makseaudit,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,18f63d25e08022f593887033f7b513c0
Export refunds,Ekspordi tagasimaksed,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,963b194ca8d3fafcd7c6330a47fd16cb
Failed,Ebaõnnestus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed at,Ebaõnnestus ajal,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,6ed9b7cf7ba3f2ac72482d9f19cf82b7
Failure reason,Ebaõnnestumise põhjus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,6b89eaa186376780dbd9b96ea3ab9cba
Fulfilment,Täitmine,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,e6780ac40081103092aa3edcd68ab644
Gateway,Maksevärav,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,926dec9494209cb088b4962509df1a91
Gateway ID,Maksevärava ID,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a8bca2aa4841000dc3ccd3aaffb7a154
Gateway metadata / debug,Maksevärava metaandmed / silumine,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,5b28a905654e99d8e25267675360ebd0
Internal Notes,Sisemärkused,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,8073feb31373eed50f74e18534a0e530
Inventory,Laoseis,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,4d604dd8f008145471dc845683399189
Invoice,Arve,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,466eadd40b3c10580e3ab4e8061161ce
Issue refund,Tee tagasimakse,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,2dad3f1d9c61966cd982a8ce88095d87
Items,Tooted,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9dea4016dbcc290b773ab2fae678aaa8
Items and Totals,Tooted ja summad,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f941e552a0b4a591ed2d1800a194ea48
Last refund request,Viimane tagasimakse taotlus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,680d9ece017590840faffd3069d82230
Last sent,Viimati saadetud,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,821de64e95c9882d2eb79b16d0800420
Latest Activity,Viimane tegevus,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9977ab924c89e6c98b1cf1595354ada3
