en,sk,description,file,hash
Refunds,Refundácie,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,53beb26d8bca00f56fbd295fdee83459
Reports,Prehľady,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,c91c7b93c28cd18741b71f727ee81ee3
Reserved,Rezervované,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,942d4e37dd5607ab68e54755540d4a47
Returned,Vrátené,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,fdfac28b5ad628f25649d9c2eb4fc62e
Revenue,Príjem,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,54358a914f51e1af19df8520159fe607
Review failed orders or recovery.,Skontrolujte neúspešné objednávky alebo obnovenie.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ef43e19cfda5c2d33b579630d0d95867
Save,Uložiť,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,c9cc8cce247e49bae79f15173ce97354
Search,Hľadať,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,13348442cc6a27032d2b4aa28b75a5d3
Send delivery email,Odoslať e-mail o doručení,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,d2b7f980332cd2d5077fc262c115a448
Send pickup email,Odoslať e-mail o vyzdvihnutí,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2207920bdf793b33b1904c635eb905a1
Send shipping email,Odoslať e-mail o doprave,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,64cc7ac09233bf45a2d6e4a126df57d6
Settings,Nastavenia,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,f4f70727dc34561dfde1a3c529b6205c
Shipped,Odoslané,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,747cf5c8587184b9e489ff897d97c20d
Stock attention,Upozornenie na zásoby,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,57a3859f33b76fffbd48ce9c184aa0f5
Stock looks clear.,Zásoby vyzerajú v poriadku.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,21dc748969cd56fbcf08e7716906f852
Store pickup,Vyzdvihnutie v predajni,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,7acd148468a59641357e7ea01a28deec
"This Mercato action requires the ""%s"" permission.",Táto akcia Mercato vyžaduje oprávnenie „%s“.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,cea52c4391e04f49c02611e826a9766c
Timeline,Časová os,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,3d1f92a565d3b1a61880236e33c49bf3
Tracking,Sledovanie,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2205dc082ba550b67ad71e3e2241d9a6
Tracking URL,URL sledovania,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,0979779c4569141b98591d326d343ec2
Tracking: %s,Sledovanie: %s,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ae43f43c40307720beffd481e49886be
Unfulfilled,Nevybavené,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,41cdc540f6e9f854bdc9e7b741a9ebfe
Waiting,Čaká sa,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,5706de961fb376d701be6e7762d8b09c
Webhooks,Webhooky,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,221d2a347ebfc15d48665188f639d1cb
"CSV import %s: price %s -> %s, stock %s -> %s, %d image(s).","Import CSV %s: cena %s -> %s, zásoby %s -> %s, %d obrázok(ov).",,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,a1eab8bd42197c2f44cb61f45f714bf7
Duplicated from #%d %s with %d image(s).,Duplikované z #%d %s s %d obrázok(mi).,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,1f6a90480ad1b24fbb82504eea2b0f66
Manual page edit changed: %s.,Manuálna úprava stránky zmenila: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d685c56cbc012ca9e9646665a7826fc9
Manual page edit.,Manuálna úprava stránky.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,84e79851909f7cf0e690a8d30e3472df
Policy %s: %s -> %s.,Politika %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,2f867d923de3ca150621bb710d24be41
Price %s: %s -> %s.,Cena %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,e5189b8ff49ba5682a581f3aed6b7360
Product detail quick update changed: %s.,Rýchla aktualizácia detailu produktu zmenila: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d8955d9bd4f868ccab312c432472192a
Product detail quick update saved without field changes.,Rýchla aktualizácia detailu produktu bola uložená bez zmien polí.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,0aab58b927a93672f1c36ca6f1e4d348
Product status %s: %s -> %s.,Stav produktu %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,b352c0442447e11c73547754598d6041
Status %s: %s -> %s.,Stav %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,272d6657cbbed068f54508de4726736d
Stock changed by %+d%s.,Zásoby sa zmenili o %+d%s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,82104044315dc9fab641a9fdc2b492c8
CSV header row is missing.,Chýba hlavičkový riadok CSV.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,e54de64fcecb138cdeb3036b94cbc3bc
Image source is unreadable: %s,Zdroj obrázka je nečitateľný: %s,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,00f2e414c603e436eb4cc70552d4aa5b
Line %d: price must be numeric.,Riadok %d: cena musí byť číselná.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,498e5b0122f55c8c5df547393f71cace
Line %d: title is required.,Riadok %d: názov je povinný.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,9e1748a898b7ce11e91a630acd23ac74
Needs attention,Vyžaduje pozornosť,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,d6f5722e464f95d8d6411841b90ee6d2
New,Nové,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,03c2e7e41ffc181a4e84080b4710e81e
Paste CSV content before importing.,Pred importom vložte obsah CSV.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,8d24321488da33192095fd76a70b988c
Products parent or mrc-product template is missing. Run the Mercato installer.,Chýba nadradená stránka produktov alebo šablóna mrc-product. Spustite inštaláciu Mercato.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,b172fad6a4045d820fbe7624557dc5ce
Repeat,Zopakovať,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,7020426cfb0a204051be4b3053d2acc8
VIP,VIP,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,5a11e0bd65af42743f1db2f10bcbba8e
Change framework,Zmeniť framework,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,913e747ed6c7863bc3e75404e1a5003b
Configure fulfilment,Nastaviť vybavenie,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4e81808597d37ecf4311c8145abfbd1c
Configure methods,Nastaviť metódy,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,9f098ea532c0482cc2e85049025e3cfc
Edit currency,Upraviť menu,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,bb665b0f701ba91a85e5240a5809508d
Email settings,Nastavenia e-mailu,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,5386484801d01d2ece73fbc5f605f739
Gateway settings,Nastavenia platobnej brány,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,790a83218a99ea718dbd72417d0d8baa
Open,Otvoriť,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,c3bf447eabe632720a3aa1a7ce401274
Open discounts,Otvoriť zľavy,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open products,Otvoriť produkty,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,33f73604f72436a3c49a2cb3b870c073
Receipt settings,Nastavenia dokladu,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,cd76da8973722589768db78a92cae723
Review oversell products,Skontrolovať produkty s predajom nad rámec zásob,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,891b428da1bc9c5e130a60cff41cd734
Review products,Skontrolovať produkty,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,063fe591cea34098d3e30dbe74d3c814
Review roles,Skontrolovať role,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4b1070748337e0b1dc6cbf83ab8f7db6
Review settings,Skontrolovať nastavenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,0dd9a339c52287eaa3280fb956a07324
Select policies,Vybrať politiky,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,681ae83a5d728c5719a400e87a4f24ff
%d active coupon(s): %s,%d aktívny(ch) kupón(ov): %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f46fdc66de9b6ad85ffbb62740e3f652
%d commerce permission(s) and %d role preset(s) are ready.,%d obchodné(ých) oprávnenie(í) a %d predvoľba(ieb) rolí je pripravených.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dfd81e68676215df860e6295ebac1512
%d launch blocker(s),%d blokujúca(ich) prekážka(iek) spustenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d6fbd5dfc0c43ee216c0a74d6fa6bd92
%d more item(s) in the full checklist below.,Ešte %d položka(iek) v úplnom zozname nižšie.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a0db96ec5cad4201bb19afba79f93319
"%d ready, %d recommended, %d blocking","%d pripravených, %d odporúčaných, %d blokujúcich",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b801ccbaaf6bd09cf54d3af7439fe82e
%s lacks: %s,%s postráda: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dee5a778a7515149ae5d3ef47d421adc
15-minute shop setup,Nastavenie obchodu za 15 minút,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,120d85adee628a3216f125b29b352bbc
Add products,Pridať produkty,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ea6fc12147e71d57bdd78ca17ca734ce
At least one sellable product with price and stock.,Aspoň jeden predajný produkt s cenou a zásobami.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,89b00ba71f5d67007151a5c03c444ed0
Blocking,Blokujúce,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bd0ca6be53b0f3d2886fd53fcb52574e
Blocking remaining,Zostávajúce blokujúce,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b4dcdc7ecc3de92bf150d4815c71cd91
Checkout,Checkout,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6ff063fbc860a79759a7369ac32cee22
"Checkout, products, success, cancel, and orders pages.","Stránky checkoutu, produktov, úspechu, zrušenia a objednávok.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20f084e38cbc489f719c05e8389c234
Choose fulfilment,Vybrať vybavenie,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,9c8ca246d14a03fdb9f8e01a49838d62
Clear gateway setup,Nedokončené nastavenie platobnej brány,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c1f4259fbbd1149fc131b254449ff32e
Clear these before accepting real payments.,Vyriešte tieto body pred prijímaním skutočných platieb.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,4b930c885cb9ca1b963228b39a9b9121
Configure emails,Nastaviť e-maily,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,25896d3ca04b61783a425f1fd5dbe10f
Create a demo coupon such as WELCOME10 to validate checkout discounts.,"Vytvorte ukážkový kupón, napríklad WELCOME10, na overenie zliav pri checkoute.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,103249e85a90ab4d8e8482656f3916a2
Create demo order,Vytvoriť ukážkovú objednávku,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ca3ee81f645a6a542e93a07cd5d5552a
Create storefront pages,Vytvoriť stránky obchodu,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,faec7069126afa154d04b6e7e195a32a
Create WELCOME10,Vytvoriť WELCOME10,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,40b8fdd7fc1d85efbb76e9fccd6ff5d4
Critical setup is ready. Review recommended tasks before going live.,Kritické nastavenie je pripravené. Pred spustením ostrej prevádzky skontrolujte odporúčané úlohy.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,34256144d36a60a858052bb46a722da2
Customer comms,Komunikácia so zákazníkom,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,41a8d65646acd4b4bd744f833951412c
"Delivery, pickup, or local delivery available at checkout.","Doručenie, vyzdvihnutie alebo miestne doručenie dostupné pri checkoute.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2bc140b3e8e12820f440b62ab51cb9f8
Demo fulfilment method,Ukážková metóda vybavenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2e7436d25671323201a91d10cef0cf4f
Demo order creation is disabled while production mode is active.,"Vytvorenie ukážkovej objednávky je zakázané, kým je aktívny ostrý režim.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6dd71f698dc13475660112eaf648bf7a
"Demo, Stripe, Mollie, or PayPal method selected for checkout.","Pre checkout je zvolená metóda Ukážka, Stripe, Mollie alebo PayPal.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,09abc6157dd8deb5bef3769df6a5c401
Discount template is missing. Run installer/repair first.,Šablóna zľavy chýba. Najprv spustite inštaláciu/opravu.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,580c57cd4ec5f875b26999973c97b22f
"Enable a full test checkout with Demo Payment, or create paid workflow fixtures without contacting a gateway or changing stock. Demo checkout payments follow normal stock updates.",Povoľte úplný testovací checkout s Ukážkovou platbou alebo vytvorte príklady uhradeného procesu bez kontaktovania platobnej brány alebo zmeny zásob. Ukážkové platby pri checkoute podliehajú bežným aktualizáciám zásob.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e9a493b0c29658815fabcf16e379590f
Enable demo checkout flow,Povoliť ukážkový priebeh checkoutu,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,22bdb897ef67a3ab5526700d27860faa
Enable payments,Povoliť platby,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bf3f3521263aac001fe6707102df89d6
Enabled gateways have required setup data.,Povolené platobné brány majú potrebné konfiguračné údaje.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,104e3f1330945164cc545d7bd88edc3f
Export checklist,Exportovať kontrolný zoznam,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,af80e73de20e318c3a21bd977b937dd2
Export summary,Exportovať súhrn,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,33a878654c1bae312396821ff6131cdb
Follow these steps to move from install to a safe first test payment.,"Postupujte podľa týchto krokov, aby ste prešli od inštalácie k bezpečnej prvej testovacej platbe.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2c59ecb5e9648045129e9adac4597ea3
Gateway issues,Problémy s platobnou bránou,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2349ca33f3ac7427c7117bceff43ec06
Gateway settings,Nastavenia platobnej brány,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,790a83218a99ea718dbd72417d0d8baa
Gateways,Platobné brány,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f4bb39e6340915be908d4b0121d6a05a
Guided launch phases,Riadené fázy spustenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b3df1d86055b16605b6a3ea202c872d
Launch Checklist,Kontrolný Zoznam Spustenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d45778641d894e24faaad58821dedcb2
Launch score,Skóre spustenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1513a109106891142bcdb6abf26fa6ed
"Live keys, webhook secrets, and provider setup for enabled gateways.","Ostré kľúče, tajné kľúče webhooku a nastavenie poskytovateľa pre povolené platobné brány.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,177615efd0bf07189888fdb15141fd48
Missing permissions: %s,Chýbajúce oprávnenia: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,73b8adcad71e638c49bca9d1399acc41
Missing roles: %s,Chýbajúce role: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a9a05971d514fc240ff2bc25c180694d
Needed,Potrebné,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b288888cef12f86d1cf54c61df6c59af
Next actions,Ďalšie akcie,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,3911c09388680565603bf3f4d39389fa
No blocking tasks remain.,Nezostávajú žiadne blokujúce úlohy.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1b44d0a8f339fe7fd4b6ec917d8956ca
No launch blockers,Žiadne prekážky spustenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06b0dc8bd55dba01c863276929fd5f1a
No recommended gaps remain.,Nezostávajú žiadne odporúčané medzery.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,496a7347b7f77938fbd9ea8ec97e72c0
of %d ready,z %d pripravených,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f8b154d3f45d62e46f768b28f2d144ef
Open,Otvoriť,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c3bf447eabe632720a3aa1a7ce401274
Open checkout,Otvoriť checkout,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b2258cd947ad1762248bab124cb598c
Open discounts,Otvoriť zľavy,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open fulfilment queue,Otvoriť frontu vybavenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,7856b265249a4de90f047d80d6fa4d97
Open timeline,Otvoriť časovú os,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,8d1ccb4da0cf164ff61758a9bee6caa7
Operational checks for going from install to first payment.,Prevádzkové kontroly na prechod od inštalácie k prvej platbe.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b7bf1ca05f634cb2c15df351abf045c3
Operations,Prevádzka,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,456d0deba6a86c9585590550c797502d
Payments,Platby,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,daef64964ee3b9b904f5d467586e217f
Products,Produkty,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,068f80c7519d0528fb08e82137a72131
Quick start,Rýchly štart,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06ad314b340900d226b1196e1fe289e9
Ready,Pripravené,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e7d31fc0602fb2ede144d18cdffd816b
Recommended,Odporúčané,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,654866693fd91ce8e9764a218f569918
Recommended remaining,Zostávajúce odporúčané,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f5a622a0e33b0f26faca692f87410a8f
Release expired,Uvoľniť expirované,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,059dca8c16b19b90b124b6abbf9060f3
Review mode settings,Skontrolovať nastavenia režimu,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,5e22f5341aca80f6b4cf02a6dbc59e60
Sender address for confirmations and fulfilment updates.,Adresa odosielateľa pre potvrdenia a aktualizácie vybavenia.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0d73ff63a902155e365cd37bebee1c15
Setup path,Cesta nastavenia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6d036e0d7d51aa0974ab48df8b5f2138
Storefront,Obchod,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f0dca7e4eaedf573d4664be249845942
Test Workflow,Testovací Proces,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20804a197e99f4b9d1c0f64101df160
Warning,Upozornenie,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0eaadb4fcb48a0a0ed7bc9868be9fbaa
"Work left to right: storefront, payments, operations, then customer communication.","Postupujte zľava doprava: obchod, platby, prevádzka a potom komunikácia so zákazníkom.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a22f16a45739e996f308c8041f337e94
%d in stock,%d na sklade,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,2217968c20c9c0b1a43a75e09a3cb77d
A refund of %s is awaiting gateway confirmation. Do not issue another refund until it is reconciled.,"Refundácia vo výške %s čaká na potvrdenie od platobnej brány. Nevystavujte ďalšiu refundáciu, kým nebude zosúladená.",,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f283fb6585e3ddaea245cb1f9d52593d
Add an internal note...,Pridať internú poznámku...,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9091c8c5d0e0045758d162ef83e90fb8
Add note,Pridať poznámku,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,50cd1871f950375eef4e2efce35366c6
Add product,Pridať produkt,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,11a738dd0c48f1401a059bca54bc119c
Add quantity,Pridať množstvo,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,c17f584a1e2c7876e2d5e5efc4f47af4
Already refunded,Už refundované,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,870f622f6c6e122fe3991dcfdafaf7be
Area,Oblasť,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,deec4ff19974f12ed781cb9a59064214
Audit reason,Dôvod auditu,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,45b967ed59205fb1e7dfacfd21c44227
Billing address,Fakturačná adresa,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1fbc7e5f1b92c7ec072397b59a0bb5da
Cancel unpaid order,Zrušiť neuhradenú objednávku,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b8e6badfb14b54ae6808582ecce795bb
Canceled,Zrušené,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0e22fe7d45f8e5632a4abf369b24e29c
Check refund status,Skontrolovať stav refundácie,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,dd570d0eff16d6f7d51f179609ba1f4c
Confirmation email is available after payment is marked paid.,Potvrdzujúci e-mail je dostupný po označení platby ako uhradenej.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1e793e4bd62fdc48e952ff016c5cc314
Context,Kontext,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ad4e206408c1c59bfb8a057ba7857446
Copy link,Kopírovať odkaz,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b75833669968adbef634495636e3fe50
Created,Vytvorené,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0eceeb45861f9585dd7a97a3e36f85c6
Current,Aktuálny,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,222a267cc5778206b253be35ee3ddab5
Customer,Zákazník,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ce26601dac0dea138b7295f02b7620a7
Customer Communication,Komunikácia so Zákazníkom,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,d55b9fdc8580fa306874c89485c41a07
Detail,Detail,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a254c25adc7d10d7e9c4889484f875a5
Details,Podrobnosti,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,3ec365dd533ddb7ef3d1c111186ce872
Discount,Zľava,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,104d9898c04874d0fbac36e125fa1369
Discount code,Zľavový kód,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,aa74397584da0fd719c7f349ba31e399
Edit,Upraviť,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,7dce122004969d56ae2e0245cb754d35
Edit fields,Upraviť polia,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,4992df5851ac2d79e68d1cc380c15e00
Edit order,Upraviť objednávku,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9cf04e2f8530c22778606cc3582999fa
Edit Unpaid Order,Upraviť Neuhradenú Objednávku,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ca7bae82a323d8ddc173f58ea4ad2530
Email,E-mail,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email payment link,Odoslať odkaz na platbu e-mailom,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b47fc5ae3626a3dc91f7f1ee2fd7e714
Error,Chyba,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,902b0d55fddef6f8d651fe1035b7d4bd
Event,Udalosť,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a4ecfc70574394990cf17bd83df499f7
Example: Confirmed in Mollie dashboard after delayed webhook.,Príklad: Potvrdené v dashboarde Mollie po oneskorenom webhooku.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f6a8923265d5c48e3a9f99c9eb69c88e
Example: Customer requested return.,Príklad: Zákazník požiadal o vrátenie.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0d49aefdcce9f7a26ea7aef566544da0
Export order edits,Exportovať úpravy objednávok,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0b628f52471f3656e6f65732f1340c67
Export order notes,Exportovať poznámky objednávky,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,7cf05315481fc50ad8f55a4049b398e8
Export payment audit,Exportovať audit platieb,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,18f63d25e08022f593887033f7b513c0
Export refunds,Exportovať refundácie,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,963b194ca8d3fafcd7c6330a47fd16cb
Failed,Zlyhalo,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed at,Zlyhalo o,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,6ed9b7cf7ba3f2ac72482d9f19cf82b7
