en,es,description,file,hash
Send pickup email,Enviar correo de recogida,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2207920bdf793b33b1904c635eb905a1
Send shipping email,Enviar correo de envío,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,64cc7ac09233bf45a2d6e4a126df57d6
Settings,Ajustes,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,f4f70727dc34561dfde1a3c529b6205c
Shipped,Enviado,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,747cf5c8587184b9e489ff897d97c20d
Stock attention,Atención de stock,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,57a3859f33b76fffbd48ce9c184aa0f5
Stock looks clear.,El stock parece correcto.,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,21dc748969cd56fbcf08e7716906f852
Store pickup,Recogida en tienda,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,7acd148468a59641357e7ea01a28deec
"This Mercato action requires the ""%s"" permission.","Esta acción de Mercato requiere el permiso ""%s"".",,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,cea52c4391e04f49c02611e826a9766c
Timeline,Cronología,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,3d1f92a565d3b1a61880236e33c49bf3
Tracking,Seguimiento,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,2205dc082ba550b67ad71e3e2241d9a6
Tracking URL,URL de seguimiento,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,0979779c4569141b98591d326d343ec2
Tracking: %s,Seguimiento: %s,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,ae43f43c40307720beffd481e49886be
Unfulfilled,Sin cumplir,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,41cdc540f6e9f854bdc9e7b741a9ebfe
Waiting,Esperando,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,5706de961fb376d701be6e7762d8b09c
Webhooks,Webhooks,,site/modules/Mercato/src/Admin/ProcessMercatoAdminHelpers.php,221d2a347ebfc15d48665188f639d1cb
"CSV import %s: price %s -> %s, stock %s -> %s, %d image(s).","Importación CSV %s: precio %s -> %s, stock %s -> %s, %d imagen(es).",,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,a1eab8bd42197c2f44cb61f45f714bf7
Duplicated from #%d %s with %d image(s).,Duplicado desde #%d %s con %d imagen(es).,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,1f6a90480ad1b24fbb82504eea2b0f66
Manual page edit changed: %s.,La edición manual de página cambió: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d685c56cbc012ca9e9646665a7826fc9
Manual page edit.,Edición manual de página.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,84e79851909f7cf0e690a8d30e3472df
Policy %s: %s -> %s.,Política %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,2f867d923de3ca150621bb710d24be41
Price %s: %s -> %s.,Precio %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,e5189b8ff49ba5682a581f3aed6b7360
Product detail quick update changed: %s.,La actualización rápida de detalle de producto cambió: %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,d8955d9bd4f868ccab312c432472192a
Product detail quick update saved without field changes.,La actualización rápida de detalle de producto se guardó sin cambios de campo.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,0aab58b927a93672f1c36ca6f1e4d348
Product status %s: %s -> %s.,Estado del producto %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,b352c0442447e11c73547754598d6041
Status %s: %s -> %s.,Estado %s: %s -> %s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,272d6657cbbed068f54508de4726736d
Stock changed by %+d%s.,El stock cambió en %+d%s.,,site/modules/Mercato/src/Admin/ProcessMercatoEventReaders.php,82104044315dc9fab641a9fdc2b492c8
CSV header row is missing.,Falta la fila de encabezado del CSV.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,e54de64fcecb138cdeb3036b94cbc3bc
Image source is unreadable: %s,La fuente de la imagen no se puede leer: %s,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,00f2e414c603e436eb4cc70552d4aa5b
Line %d: price must be numeric.,Línea %d: el precio debe ser numérico.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,498e5b0122f55c8c5df547393f71cace
Line %d: title is required.,Línea %d: el título es obligatorio.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,9e1748a898b7ce11e91a630acd23ac74
Needs attention,Necesita atención,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,d6f5722e464f95d8d6411841b90ee6d2
New,Nuevo,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,03c2e7e41ffc181a4e84080b4710e81e
Paste CSV content before importing.,Pegue el contenido CSV antes de importar.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,8d24321488da33192095fd76a70b988c
Products parent or mrc-product template is missing. Run the Mercato installer.,Falta la página principal de productos o la plantilla mrc-product. Ejecute el instalador de Mercato.,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,b172fad6a4045d820fbe7624557dc5ce
Repeat,Repetir,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,7020426cfb0a204051be4b3053d2acc8
VIP,VIP,,site/modules/Mercato/src/Admin/ProcessMercatoImportCustomerReportData.php,5a11e0bd65af42743f1db2f10bcbba8e
Change framework,Cambiar framework,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,913e747ed6c7863bc3e75404e1a5003b
Configure fulfilment,Configurar cumplimiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4e81808597d37ecf4311c8145abfbd1c
Configure methods,Configurar métodos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,9f098ea532c0482cc2e85049025e3cfc
Edit currency,Editar moneda,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,bb665b0f701ba91a85e5240a5809508d
Email settings,Ajustes de correo electrónico,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,5386484801d01d2ece73fbc5f605f739
Gateway settings,Ajustes de pasarela,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,790a83218a99ea718dbd72417d0d8baa
Open,Abrir,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,c3bf447eabe632720a3aa1a7ce401274
Open discounts,Abrir descuentos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open products,Abrir productos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,33f73604f72436a3c49a2cb3b870c073
Receipt settings,Ajustes del recibo,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,cd76da8973722589768db78a92cae723
Review oversell products,Revisar productos con sobreventa,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,891b428da1bc9c5e130a60cff41cd734
Review products,Revisar productos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,063fe591cea34098d3e30dbe74d3c814
Review roles,Revisar roles,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,4b1070748337e0b1dc6cbf83ab8f7db6
Review settings,Revisar ajustes,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,0dd9a339c52287eaa3280fb956a07324
Select policies,Seleccionar políticas,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchExports.php,681ae83a5d728c5719a400e87a4f24ff
%d active coupon(s): %s,%d cupón(es) activo(s): %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f46fdc66de9b6ad85ffbb62740e3f652
%d commerce permission(s) and %d role preset(s) are ready.,%d permiso(s) de comercio y %d preajuste(s) de rol están listos.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dfd81e68676215df860e6295ebac1512
%d launch blocker(s),%d bloqueo(s) de lanzamiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d6fbd5dfc0c43ee216c0a74d6fa6bd92
%d more item(s) in the full checklist below.,%d artículo(s) más en la lista de verificación completa a continuación.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a0db96ec5cad4201bb19afba79f93319
"%d ready, %d recommended, %d blocking","%d listo(s), %d recomendado(s), %d bloqueante(s)",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b801ccbaaf6bd09cf54d3af7439fe82e
%s lacks: %s,A %s le falta: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,dee5a778a7515149ae5d3ef47d421adc
15-minute shop setup,Configuración de la tienda en 15 minutos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,120d85adee628a3216f125b29b352bbc
Add products,Añadir productos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ea6fc12147e71d57bdd78ca17ca734ce
At least one sellable product with price and stock.,Al menos un producto vendible con precio y stock.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,89b00ba71f5d67007151a5c03c444ed0
Blocking,Bloqueante,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bd0ca6be53b0f3d2886fd53fcb52574e
Blocking remaining,Bloqueantes restantes,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b4dcdc7ecc3de92bf150d4815c71cd91
Checkout,Checkout,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6ff063fbc860a79759a7369ac32cee22
"Checkout, products, success, cancel, and orders pages.","Páginas de checkout, productos, éxito, cancelación y pedidos.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20f084e38cbc489f719c05e8389c234
Choose fulfilment,Elegir cumplimiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,9c8ca246d14a03fdb9f8e01a49838d62
Clear gateway setup,Borrar configuración de la pasarela,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c1f4259fbbd1149fc131b254449ff32e
Clear these before accepting real payments.,Borre estos antes de aceptar pagos reales.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,4b930c885cb9ca1b963228b39a9b9121
Configure emails,Configurar correos electrónicos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,25896d3ca04b61783a425f1fd5dbe10f
Create a demo coupon such as WELCOME10 to validate checkout discounts.,Cree un cupón de demostración como WELCOME10 para validar los descuentos del checkout.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,103249e85a90ab4d8e8482656f3916a2
Create demo order,Crear pedido de demostración,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,ca3ee81f645a6a542e93a07cd5d5552a
Create storefront pages,Crear páginas de la tienda,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,faec7069126afa154d04b6e7e195a32a
Create WELCOME10,Crear WELCOME10,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,40b8fdd7fc1d85efbb76e9fccd6ff5d4
Critical setup is ready. Review recommended tasks before going live.,La configuración crítica está lista. Revise las tareas recomendadas antes de pasar a producción.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,34256144d36a60a858052bb46a722da2
Customer comms,Comunicaciones con el cliente,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,41a8d65646acd4b4bd744f833951412c
"Delivery, pickup, or local delivery available at checkout.","Entrega, recogida o entrega local disponibles en el checkout.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2bc140b3e8e12820f440b62ab51cb9f8
Demo fulfilment method,Método de cumplimiento de demostración,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2e7436d25671323201a91d10cef0cf4f
Demo order creation is disabled while production mode is active.,La creación de pedidos de demostración está deshabilitada mientras el modo de producción está activo.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6dd71f698dc13475660112eaf648bf7a
"Demo, Stripe, Mollie, or PayPal method selected for checkout.","Método Demo, Stripe, Mollie o PayPal seleccionado para el checkout.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,09abc6157dd8deb5bef3769df6a5c401
Discount template is missing. Run installer/repair first.,Falta la plantilla de descuento. Ejecute primero el instalador/reparador.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,580c57cd4ec5f875b26999973c97b22f
"Enable a full test checkout with Demo Payment, or create paid workflow fixtures without contacting a gateway or changing stock. Demo checkout payments follow normal stock updates.","Habilite un checkout de prueba completo con Pago de demostración, o cree fixtures de flujo de trabajo pagados sin contactar una pasarela ni cambiar el stock. Los pagos del checkout de demostración siguen las actualizaciones normales de stock.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e9a493b0c29658815fabcf16e379590f
Enable demo checkout flow,Habilitar flujo de checkout de demostración,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,22bdb897ef67a3ab5526700d27860faa
Enable payments,Habilitar pagos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,bf3f3521263aac001fe6707102df89d6
Enabled gateways have required setup data.,Las pasarelas habilitadas tienen los datos de configuración requeridos.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,104e3f1330945164cc545d7bd88edc3f
Export checklist,Exportar lista de verificación,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,af80e73de20e318c3a21bd977b937dd2
Export summary,Exportar resumen,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,33a878654c1bae312396821ff6131cdb
Follow these steps to move from install to a safe first test payment.,Siga estos pasos para pasar de la instalación a un primer pago de prueba seguro.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2c59ecb5e9648045129e9adac4597ea3
Gateway issues,Problemas de pasarela,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,2349ca33f3ac7427c7117bceff43ec06
Gateway settings,Ajustes de pasarela,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,790a83218a99ea718dbd72417d0d8baa
Gateways,Pasarelas,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f4bb39e6340915be908d4b0121d6a05a
Guided launch phases,Fases de lanzamiento guiadas,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b3df1d86055b16605b6a3ea202c872d
Launch Checklist,Lista de verificación de lanzamiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,d45778641d894e24faaad58821dedcb2
Launch score,Puntuación de lanzamiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1513a109106891142bcdb6abf26fa6ed
"Live keys, webhook secrets, and provider setup for enabled gateways.","Claves en vivo, secretos de webhook y configuración de proveedor para las pasarelas habilitadas.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,177615efd0bf07189888fdb15141fd48
Missing permissions: %s,Faltan permisos: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,73b8adcad71e638c49bca9d1399acc41
Missing roles: %s,Faltan roles: %s,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a9a05971d514fc240ff2bc25c180694d
Needed,Necesario,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b288888cef12f86d1cf54c61df6c59af
Next actions,Próximas acciones,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,3911c09388680565603bf3f4d39389fa
No blocking tasks remain.,No quedan tareas bloqueantes.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,1b44d0a8f339fe7fd4b6ec917d8956ca
No launch blockers,Sin bloqueos de lanzamiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06b0dc8bd55dba01c863276929fd5f1a
No recommended gaps remain.,No quedan lagunas recomendadas.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,496a7347b7f77938fbd9ea8ec97e72c0
of %d ready,de %d listo(s),,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f8b154d3f45d62e46f768b28f2d144ef
Open,Abrir,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,c3bf447eabe632720a3aa1a7ce401274
Open checkout,Abrir checkout,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6b2258cd947ad1762248bab124cb598c
Open discounts,Abrir descuentos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,eb1c6103e1cf366b3fe7e4ce1017d97f
Open fulfilment queue,Abrir cola de cumplimiento,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,7856b265249a4de90f047d80d6fa4d97
Open timeline,Abrir cronología,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,8d1ccb4da0cf164ff61758a9bee6caa7
Operational checks for going from install to first payment.,Comprobaciones operativas para pasar de la instalación al primer pago.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,b7bf1ca05f634cb2c15df351abf045c3
Operations,Operaciones,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,456d0deba6a86c9585590550c797502d
Payments,Pagos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,daef64964ee3b9b904f5d467586e217f
Products,Productos,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,068f80c7519d0528fb08e82137a72131
Quick start,Inicio rápido,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,06ad314b340900d226b1196e1fe289e9
Ready,Listo,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e7d31fc0602fb2ede144d18cdffd816b
Recommended,Recomendado,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,654866693fd91ce8e9764a218f569918
Recommended remaining,Recomendados restantes,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f5a622a0e33b0f26faca692f87410a8f
Release expired,Liberar caducados,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,059dca8c16b19b90b124b6abbf9060f3
Review mode settings,Revisar ajustes de modo,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,5e22f5341aca80f6b4cf02a6dbc59e60
Sender address for confirmations and fulfilment updates.,Dirección del remitente para confirmaciones y actualizaciones de cumplimiento.,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0d73ff63a902155e365cd37bebee1c15
Setup path,Ruta de configuración,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,6d036e0d7d51aa0974ab48df8b5f2138
Storefront,Tienda,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,f0dca7e4eaedf573d4664be249845942
Test Workflow,Flujo de trabajo de prueba,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,e20804a197e99f4b9d1c0f64101df160
Warning,Advertencia,,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,0eaadb4fcb48a0a0ed7bc9868be9fbaa
"Work left to right: storefront, payments, operations, then customer communication.","Trabaje de izquierda a derecha: tienda, pagos, operaciones y luego comunicación con el cliente.",,site/modules/Mercato/src/Admin/ProcessMercatoLaunchPanels.php,a22f16a45739e996f308c8041f337e94
%d in stock,%d en stock,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,2217968c20c9c0b1a43a75e09a3cb77d
A refund of %s is awaiting gateway confirmation. Do not issue another refund until it is reconciled.,Un reembolso de %s está a la espera de confirmación de la pasarela de pago. No emita otro reembolso hasta que se concilie.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f283fb6585e3ddaea245cb1f9d52593d
Add an internal note...,Añadir una nota interna...,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9091c8c5d0e0045758d162ef83e90fb8
Add note,Añadir nota,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,50cd1871f950375eef4e2efce35366c6
Add product,Añadir producto,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,11a738dd0c48f1401a059bca54bc119c
Add quantity,Añadir cantidad,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,c17f584a1e2c7876e2d5e5efc4f47af4
Already refunded,Ya reembolsado,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,870f622f6c6e122fe3991dcfdafaf7be
Area,Área,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,deec4ff19974f12ed781cb9a59064214
Audit reason,Motivo de auditoría,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,45b967ed59205fb1e7dfacfd21c44227
Billing address,Dirección de facturación,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1fbc7e5f1b92c7ec072397b59a0bb5da
Cancel unpaid order,Cancelar pedido no pagado,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b8e6badfb14b54ae6808582ecce795bb
Canceled,Cancelado,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0e22fe7d45f8e5632a4abf369b24e29c
Check refund status,Comprobar estado del reembolso,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,dd570d0eff16d6f7d51f179609ba1f4c
Confirmation email is available after payment is marked paid.,El correo de confirmación está disponible después de marcar el pago como pagado.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,1e793e4bd62fdc48e952ff016c5cc314
Context,Contexto,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ad4e206408c1c59bfb8a057ba7857446
Copy link,Copiar enlace,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b75833669968adbef634495636e3fe50
Created,Creado,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0eceeb45861f9585dd7a97a3e36f85c6
Current,Actual,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,222a267cc5778206b253be35ee3ddab5
Customer,Cliente,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ce26601dac0dea138b7295f02b7620a7
Customer Communication,Comunicación con el cliente,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,d55b9fdc8580fa306874c89485c41a07
Detail,Detalle,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a254c25adc7d10d7e9c4889484f875a5
Details,Detalles,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,3ec365dd533ddb7ef3d1c111186ce872
Discount,Descuento,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,104d9898c04874d0fbac36e125fa1369
Discount code,Código de descuento,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,aa74397584da0fd719c7f349ba31e399
Edit,Editar,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,7dce122004969d56ae2e0245cb754d35
Edit fields,Editar campos,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,4992df5851ac2d79e68d1cc380c15e00
Edit order,Editar pedido,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9cf04e2f8530c22778606cc3582999fa
Edit Unpaid Order,Editar pedido no pagado,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ca7bae82a323d8ddc173f58ea4ad2530
Email,Correo electrónico,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email payment link,Enviar enlace de pago por correo,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,b47fc5ae3626a3dc91f7f1ee2fd7e714
Error,Error,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,902b0d55fddef6f8d651fe1035b7d4bd
Event,Evento,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a4ecfc70574394990cf17bd83df499f7
Example: Confirmed in Mollie dashboard after delayed webhook.,Ejemplo: Confirmado en el panel de Mollie tras un webhook retrasado.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f6a8923265d5c48e3a9f99c9eb69c88e
Example: Customer requested return.,Ejemplo: El cliente solicitó una devolución.,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0d49aefdcce9f7a26ea7aef566544da0
Export order edits,Exportar ediciones de pedido,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,0b628f52471f3656e6f65732f1340c67
Export order notes,Exportar notas de pedido,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,7cf05315481fc50ad8f55a4049b398e8
Export payment audit,Exportar auditoría de pagos,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,18f63d25e08022f593887033f7b513c0
Export refunds,Exportar reembolsos,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,963b194ca8d3fafcd7c6330a47fd16cb
Failed,Fallido,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed at,Falló en,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,6ed9b7cf7ba3f2ac72482d9f19cf82b7
Failure reason,Motivo del fallo,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,6b89eaa186376780dbd9b96ea3ab9cba
Fulfilment,Cumplimiento,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,e6780ac40081103092aa3edcd68ab644
Gateway,Pasarela,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,926dec9494209cb088b4962509df1a91
Gateway ID,ID de pasarela,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,a8bca2aa4841000dc3ccd3aaffb7a154
Gateway metadata / debug,Metadatos de pasarela / depuración,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,5b28a905654e99d8e25267675360ebd0
Internal Notes,Notas internas,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,8073feb31373eed50f74e18534a0e530
Inventory,Inventario,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,4d604dd8f008145471dc845683399189
Invoice,Factura,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,466eadd40b3c10580e3ab4e8061161ce
Issue refund,Emitir reembolso,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,2dad3f1d9c61966cd982a8ce88095d87
Items,Artículos,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9dea4016dbcc290b773ab2fae678aaa8
Items and Totals,Artículos y totales,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,f941e552a0b4a591ed2d1800a194ea48
Last refund request,Última solicitud de reembolso,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,680d9ece017590840faffd3069d82230
Last sent,Último envío,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,821de64e95c9882d2eb79b16d0800420
Latest Activity,Actividad reciente,,site/modules/Mercato/src/Admin/ProcessMercatoOrderDetailPanels.php,9977ab924c89e6c98b1cf1595354ada3
